12 914 5 
2 993 0 
0 933 4 
4 913 0 
13 988 0 
9 1016 0 
0 994 8 
3 961 1 
0 1000 1 
0 978 0 
7 981 4 
6 960 0 
34 950 1 
4 1042 2 
0 1078 0 
5 1015 6 
0 1004 0 
10 995 0 
5 1017 1 
3 934 1 
0 991 17 
0 983 1 
0 997 0 
0 954 12 
1 923 0 
0 1002 0 
2 965 0 
0 960 0 
0 927 3 
20 976 26 
1 946 0 
12 1017 5 
0 1041 7 
20 975 0 
0 1045 3 
5 1044 1 
19 1027 0 
1 1005 1 
0 1030 0 
4 948 0 
11 952 0 
10 902 35 
0 973 3 
2 961 5 
11 1051 0 
3 972 1 
0 986 2 
1 919 11 
20 966 0 
0 952 0 
0 923 5 
8 979 0 
3 947 2 
4 1023 0 
6 1021 1 
1 1023 8 
0 969 9 
0 1018 13 
1 1006 0 
41 969 2 
0 987 1 
0 986 1 
12 852 0 
1 1035 4 
9 1019 8 
8 953 17 
0 1047 16 
2 968 0 
4 962 2 
15 1031 0 
0 969 2 
5 964 7 
0 978 0 
0 970 0 
4 942 2 
0 981 18 
0 1029 2 
18 952 2 
6 1016 0 
11 1066 0 
5 1021 0 
0 928 3 
19 994 1 
3 937 3 
0 1014 1 
0 968 0 
2 1000 0 
7 906 1 
1 993 0 
4 1049 2 
3 991 17 
14 976 7 
0 1035 0 
1 983 4 
17 943 9 
3 977 0 
1 1060 2 
7 1057 7 
5 987 0 
0 968 0 
2 1083 3 
0 980 1 
2 1002 9 
0 1048 0 
0 968 0 
0 969 5 
0 979 0 
0 1045 4 
0 1042 0 
0 1022 0 
0 1000 23 
0 1011 0 
2 977 2 
2 925 0 
4 1017 18 
0 983 2 
1 976 2 
0 1031 0 
1 1034 0 
0 967 0 
4 980 1 
3 929 9 
3 1023 0 
0 985 0 
0 933 0 
8 1013 21 
2 990 1 
22 1025 23 
0 1009 2 
3 1028 0 
6 944 1 
23 934 0 
3 963 3 
17 1025 0 
0 978 9 
0 977 4 
0 1038 21 
3 938 5 
